sentence,difficulty,num_chars,num_words,avg_word_length,num_stopwords,ratio_num_words_over_stopwords,PRON,AUX,ADP,SCONJ,PUNCT,num_words_before_first_verb,VERB,ADJ,ADV,,NOUN,DET,CCONJ,PER,PART,INTJ,MISC,PROPN,LOC,ORG,NUM,X,Text_english_translation,hamming,hamming_normalized_similarity,levenshtein,levenshtein_normalized_similarity,jaro_winkler,jaccard,sorensen
Surtout avec les nouvelles technologies.,B2,40,5,7.2,2.0,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Especially with new technologies.,39.0,0.025000000000000022,22.0,0.44999999999999996,0.6475252525252525,0.125,0.2222222222222222
"Les médias, les entreprises, les municipalités, les écologistes invitent de plus en plus les citoyens à utiliser leurs vélos pour circuler dans les grandes villes.",B2,163,25,5.56,10.0,2.5,0.0,0.0,5.0,0.0,4.0,12.0,3.0,1.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The media, businesses, municipalities and environmentalists are increasingly inviting citizens to use their bicycles to travel in large cities.",147.0,0.09815950920245398,104.0,0.3619631901840491,0.688746338572959,0.0,0.0
"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2,92,16,4.8125,6.0,2.6666666666666665,1.0,2.0,1.0,0.0,2.0,7.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,"On the way, he was able to admire the magnificent Bartholdi fountain on the large Place des Terreaux.",97.0,0.03960396039603964,46.0,0.5445544554455446,0.7583358577403634,0.13333333333333333,0.23529411764705882
"Les passants semblent moins pressés, et s'attardent plus facilement devant une devanture ou dansles rayons.",B2,107,15,6.2,3.0,5.0,1.0,1.0,1.0,0.0,2.0,5.0,2.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Passers-by seem less in a hurry, and linger more easily in front of a storefront or in the shelves.",99.0,0.07476635514018692,78.0,0.2710280373831776,0.6643725288585102,0.0,0.0
"Créatrice d'emplois, la filière permet aussi de rééquilibrer une balance commerciale souvent désavantageuse, tout en diversifiant les activités locales.",B2,152,19,7.052631578947368,5.0,3.8,0.0,0.0,3.0,0.0,3.0,7.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Creating jobs, the sector also helps to rebalance an often disadvantageous trade balance, while diversifying local activities.",142.0,0.06578947368421051,95.0,0.375,0.7860716195602083,0.0,0.0
Ces derniers sont souvent générés ou amplifiés par une société toujours plus individualiste et ambivalente.,B2,107,15,6.2,5.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,These are often generated or amplified by an increasingly individualistic and ambivalent society.,104.0,0.028037383177570097,62.0,0.42056074766355145,0.673599040798193,0.0,0.0
Mais pas en proposant des portions microscopiques présentées de manière pompeuse.,B2,81,11,6.454545454545454,4.0,2.75,0.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,But not by offering microscopic portions presented in a pompous manner.,74.0,0.0864197530864198,53.0,0.345679012345679,0.6949349020116373,0.047619047619047616,0.09090909090909091
"En analysant les données recueillies lors des épreuves d'évaluation dans le primaire et le secondaire, on constate qu'il n'y a aujourd'hui pas de différences de performances entre filles et garçons.",B2,198,30,5.633333333333334,11.0,2.727272727272727,3.0,0.0,6.0,1.0,2.0,2.0,4.0,1.0,3.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"By analyzing the data collected during assessment tests in primary and secondary schools, we can see that today there are no differences in performance between girls and boys.",175.0,0.11616161616161613,117.0,0.40909090909090906,0.7407254619019324,0.0,0.0
"""Les forces de l'ordre ont tiré des gaz lacrymogènes, des munitions en caoutchouc et des balles réelles"", selon un secouriste.",B2,126,20,5.35,8.0,2.5,0.0,1.0,3.0,0.0,5.0,8.0,1.0,2.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"&quot;The police fired tear gas, rubber ammunition and live ammunition&quot;, according to a rescuer.",119.0,0.05555555555555558,92.0,0.2698412698412699,0.6548332809471423,0.0,0.0
"Au programme, organisez un blind test et un karaoké en classe avec les artistes francophones des années 1960 et d'aujourd'hui.",B2,126,20,5.35,8.0,2.5,0.0,0.0,4.0,0.0,2.0,7.0,1.0,2.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"On the program, organize a blind test and karaoke in the classroom with French-speaking artists from the 1960s and today.",109.0,0.13492063492063489,75.0,0.40476190476190477,0.7371075151823815,0.05263157894736842,0.1
"Fini les pâtes à l'italienne, les gros haricots blancs, les pommes de terre en robe des champs avec du beurre et du bon pain frais.",B2,131,25,4.28,11.0,2.272727272727273,0.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"No more Italian-style pasta, large white beans, field-dressed potatoes with butter and good fresh bread.",126.0,0.03816793893129766,95.0,0.2748091603053435,0.6691130415759962,0.0,0.0
"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2,102,14,6.357142857142857,3.0,4.666666666666667,1.0,2.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Once shredded and dried, they are then agglomerated into small cylinders called &quot;pallets&quot;.",90.0,0.11764705882352944,71.0,0.303921568627451,0.6776859212153329,0.0,0.0
"Un lundi, Franck et Guillaume, qui travaillaient tous les dimanches comme extras dans un autre restaurant sur l'avenue, se sont rendus au chevet de leur grand-mère",B2,163,26,5.3076923076923075,11.0,2.3636363636363638,2.0,1.0,4.0,0.0,3.0,9.0,4.0,2.0,0.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,"One Monday, Franck and Guillaume, who worked every Sunday as extras in another restaurant on the avenue, went to their grandmother&#39;s bedside.",154.0,0.05521472392638038,96.0,0.41104294478527603,0.718597673890796,0.09090909090909091,0.16666666666666666
"Face à eux, les forces de sécurité ont été déployées en nombre.",B2,63,12,4.333333333333333,6.0,2.0,1.0,2.0,3.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In front of them, the security forces were deployed in numbers.",53.0,0.15873015873015872,39.0,0.38095238095238093,0.7021919879062736,0.045454545454545456,0.08695652173913043
J'accepte cette mission à condition que vous me laissiez carte blanche.,B2,71,11,5.545454545454546,4.0,2.75,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,I accept this mission on the condition that you give me carte blanche.,63.0,0.11267605633802813,30.0,0.5774647887323944,0.7553874973981821,0.2631578947368421,0.4166666666666667
"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire.",B2,255,39,5.564102564102564,15.0,2.6,1.0,2.0,3.0,1.0,5.0,4.0,6.0,4.0,1.0,0.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"The incidents are arranged and graduated towards the climax and the effect of the end, which is a momentous and decisive event, satisfying all the curiosities aroused at the beginning, putting a barrier to interest, and ending the story so completely.",214.0,0.16078431372549018,169.0,0.33725490196078434,0.7205895372757336,0.012658227848101266,0.025
"Les broches également, très pratiques aussi, en les accumulant, et les petits boléros par-dessus",B2,96,14,5.928571428571429,4.0,3.5,0.0,0.0,2.0,0.0,4.0,11.0,1.0,2.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The pins also, very practical too, by accumulating them, and the small boleros on top",88.0,0.08333333333333337,66.0,0.3125,0.6841503267973855,0.0,0.0
"Les masses liquides transportent les plus grandes espèces connues de mammifères, et peut-être recèlent-elles des mollusques d'une incomparable taille, des crustacés effrayants à contempler, tels que seraient des homards de cent mètres ou des crabes pesant deux cents tonnes !",B2,275,40,5.9,12.0,3.3333333333333335,1.0,1.0,4.0,1.0,6.0,4.0,5.0,6.0,2.0,0.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"The liquid masses carry the largest known species of mammals, and perhaps they conceal mollusks of incomparable size, crustaceans frightening to contemplate, such as would be lobsters of one hundred meters or crabs weighing two hundred tons!",256.0,0.06909090909090909,172.0,0.3745454545454545,0.7207050401692467,0.02666666666666667,0.05194805194805195
"Une après-midi du mois de juin, Fabrice entendit une forte canonnade assez éloignée.",B2,84,13,5.538461538461538,3.0,4.333333333333333,0.0,0.0,1.0,0.0,2.0,9.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"One afternoon in June, Fabrice heard a strong cannonade quite far away.",78.0,0.0714285714285714,52.0,0.38095238095238093,0.6809306129172698,0.041666666666666664,0.08
Mes voisins auraient recueilli un beau petit chat abandonné.,B2,60,9,5.777777777777778,2.0,4.5,0.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,My neighbors would have taken in a beautiful abandoned cat.,56.0,0.06666666666666665,42.0,0.30000000000000004,0.7590894338261811,0.0,0.0
"Les reliures de tons différents, rouges, jaunes, vertes, violettes, et bleues, mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes.",B2,159,25,5.4,9.0,2.7777777777777777,0.0,0.0,5.0,0.0,7.0,0.0,0.0,4.0,1.0,0.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The bindings of different tones, red, yellow, green, purple, and blue, put color and cheerfulness in this monotonous alignment of volumes.",143.0,0.10062893081761004,100.0,0.37106918238993714,0.7188442874820984,0.022222222222222223,0.043478260869565216
"Temps de course : soixante-quatorze jours, trois heures, trente-cinq minutes, quarante-six secondes",B2,99,12,7.333333333333333,1.0,12.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,"Running time: seventy-four days, three hours, thirty-five minutes, forty-six seconds",98.0,0.010101010101010055,50.0,0.4949494949494949,0.6801700478171067,0.047619047619047616,0.09090909090909091
Ces nouvelles tensions interviennent après une journée de répression meurtrière dimanche avec au moins 18 manifestants tué.,B2,123,17,6.294117647058823,4.0,4.25,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,These new tensions come after a day of deadly repression Sunday with at least 18 protesters killed.,118.0,0.04065040650406504,77.0,0.3739837398373984,0.6736624373819495,0.0625,0.11764705882352941
"Pour notre entreprise, externaliser, c'est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.",B2,255,33,6.757575757575758,14.0,2.357142857142857,4.0,1.0,4.0,0.0,5.0,5.0,5.0,2.0,1.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"For our company, outsourcing means concentrating on our main activities, research and marketing, which we have perfect control over, and having production activities and clinical trials carried out by outsiders.",243.0,0.04705882352941182,174.0,0.3176470588235294,0.7050000939437749,0.016129032258064516,0.031746031746031744
La communauté scientifique apprécie peu la présence de femmes.,B2,62,9,6.0,2.0,4.5,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The scientific community does not appreciate the presence of women.,60.0,0.10447761194029848,43.0,0.35820895522388063,0.6976981452186074,0.0,0.0
"De plus, les agences nationales réglementaires de notre pays exigent de nous davantage de qualité, de sécurité et de fiabilité.",B2,127,20,5.4,9.0,2.2222222222222223,1.0,0.0,6.0,0.0,3.0,11.0,1.0,2.0,2.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"In addition, the national regulatory agencies in our country demand more quality, safety and reliability from us.",118.0,0.07086614173228345,85.0,0.3307086614173228,0.7012264702995482,0.0,0.0
Nous entamions un nouveau programme de notre cursus.,B2,52,8,5.625,3.0,2.6666666666666665,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,We were starting a new program of our curriculum.,50.0,0.038461538461538436,32.0,0.3846153846153846,0.6529304029304029,0.0,0.0
"Il rampait à plat ventre, galopait à quatre pattes, prenait son panier aux dents, se tordait, glissait, ondulait, serpentait d'un mort à l'autre, et vidait la giberne ou a cartouchière comme un singe ouvre une voix.",B2,215,36,5.0,11.0,3.272727272727273,3.0,2.0,5.0,0.0,8.0,2.0,9.0,1.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,"He crawled on his stomach, galloped on all fours, took his basket with his teeth, twisted, slipped, undulated, snaked from one dead to another, and emptied the game or cartridge pouch like a monkey opens a voice.",198.0,0.07906976744186045,153.0,0.28837209302325584,0.7111239961832329,0.013888888888888888,0.0273972602739726
"Les appareils pouvant être recyclés à 85% de leur poids environ, l'enjeu est important.",B2,87,14,5.285714285714286,4.0,3.5,0.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"As devices can be recycled at around 85% of their weight, the stakes are high.",81.0,0.06896551724137934,61.0,0.29885057471264365,0.6692636237576882,0.03571428571428571,0.06896551724137931
"Les républicains se disaient outrés par d'anciens commentaires les visant nommément, tandis que des progressistes proches de Bernie Sanders la jugeaient trop centriste.",B2,168,23,6.3478260869565215,7.0,3.2857142857142856,2.0,0.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,"Republicans said they were outraged by old comments targeting them by name, while progressives close to Bernie Sanders considered her too centrist.",156.0,0.0714285714285714,89.0,0.47023809523809523,0.7373364730507589,0.046511627906976744,0.08888888888888889
"Emus, les journalistes ont suggéré l'idée de célébrer les mères en Egypte, puis la fête s'est propagée vers d'autres pays arabes.",B2,129,21,5.190476190476191,6.0,3.5,1.0,2.0,3.0,0.0,3.0,6.0,3.0,2.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"Moved, journalists suggested the idea of celebrating mothers in Egypt, then the holiday spread to other Arab countries.",119.0,0.07751937984496127,83.0,0.3565891472868217,0.6765885997135626,0.0,0.0
"Tourné en 3D par le réalisateur LWitley, ce nouvel épisode intergalactique, foisonnant, donne vite la migraine",B2,110,16,5.9375,5.0,3.2,0.0,0.0,2.0,0.0,3.0,16.0,1.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,"Shot in 3D by director LWitley, this new intergalactic, teeming episode quickly gives you a headache",105.0,0.045454545454545414,72.0,0.34545454545454546,0.700679970436068,0.06666666666666667,0.125
"La standardisation prochaine de la littérature numérique va probablement consacrer le grand retour du livre objet, mieux imprimé - et pourquoi pas enluminé? - au détriment du livre de poche qui, à moyen terme, semble déjà condamné.",B2,231,37,5.27027027027027,10.0,3.7,1.0,1.0,3.0,0.0,7.0,8.0,6.0,4.0,5.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The upcoming standardization of digital literature will probably mark the return of the object book, better printed - and why not illuminated? - to the detriment of the pocket book which, in the medium term, already seems doomed.",215.0,0.06926406926406925,157.0,0.3203463203463204,0.725788901344044,0.0273972602739726,0.05333333333333334
Ne cherchons donc point d'assurance et de fermeté.,B2,50,8,5.375,2.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So let us not seek assurance and firmness.,48.0,0.040000000000000036,27.0,0.45999999999999996,0.6738239538239538,0.0,0.0
"Pour les couples déjà installés, et notamment ceux avec enfants, le problème du partage des tâches domestiques est accentué par une proximité ininterrompue.",B2,156,23,5.826086956521739,9.0,2.5555555555555554,1.0,1.0,3.0,0.0,3.0,21.0,1.0,3.0,2.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"For couples already settled, and especially those with children, the problem of sharing household chores is accentuated by uninterrupted proximity.",136.0,0.1282051282051282,108.0,0.3076923076923077,0.7203878609030833,0.023809523809523808,0.046511627906976744
Les éternels affrontements entre ceux qui militent pour la protection inconditionnelle de sanctuaires naturels et ceux qui défendent les intérêts économiques des compagnies forestières semblent même passés de mode.,B2,214,29,6.413793103448276,10.0,2.9,4.0,1.0,4.0,0.0,1.0,7.0,3.0,4.0,1.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The eternal clashes between those who campaign for the unconditional protection of natural sanctuaries and those who defend the economic interests of logging companies seem even out of fashion.,189.0,0.11682242990654201,144.0,0.3271028037383178,0.7130596984811066,0.017543859649122806,0.034482758620689655
"En attendant, de petites formations d'initiation à l'algorithmique et au langage informatique ont été réalisées pour les professeurs des écoles et des collèges, les inspecteurs et les formateurs d'IUFM (Institut Universitaire de Formation des Maîtres).",B2,252,35,6.228571428571429,16.0,2.1875,0.0,2.0,6.0,0.0,5.0,2.0,2.0,3.0,0.0,0.0,12.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,"In the meantime, small introductory training courses in algorithms and computer language have been carried out for teachers from schools and colleges, inspectors and trainers from IUFM (University Institute for Teachers&#39; Training).",228.0,0.09523809523809523,168.0,0.33333333333333337,0.7244477988240813,0.0,0.0
Leur pavillon mitoyen à Paris était pratiquement neuf quand ils l'avaient acheté.,B2,81,12,5.833333333333333,3.0,4.0,2.0,2.0,1.0,1.0,1.0,13.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Their adjoining pavilion in Paris was practically new when they bought it.,76.0,0.06172839506172845,55.0,0.32098765432098764,0.6726112076989269,0.043478260869565216,0.08333333333333333
"Selon l'auteur, les tests actuels encouragent les élèves à développer une pensée personnelle.",B2,93,13,6.230769230769231,4.0,3.25,0.0,0.0,2.0,0.0,2.0,8.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"According to the author, current tests encourage students to develop personal thinking.",88.0,0.053763440860215006,62.0,0.33333333333333337,0.652370947142916,0.041666666666666664,0.08
"Avec, en premier lieu, leur opposition à une réforme du Sénat qui permettrait d'adopter toutes les lois sans passer par un premier vote requérant 60 voix.",B2,154,26,4.961538461538462,9.0,2.888888888888889,1.0,0.0,6.0,0.0,3.0,15.0,4.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"With, first of all, their opposition to a reform of the Senate which would make it possible to adopt all the laws without going through a first vote requiring 60 votes.",151.0,0.10119047619047616,101.0,0.39880952380952384,0.6705747955747956,0.05555555555555555,0.10526315789473684
Voilà qui serait en effet de nature à simplifier sensiblement débats et controverses.,B2,85,13,5.615384615384615,6.0,2.1666666666666665,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,This would indeed be likely to significantly simplify debates and controversies.,81.0,0.04705882352941182,51.0,0.4,0.6947440087145971,0.0,0.0
"Eux, par contre, ont dû régler leur réveil",B2,42,8,4.375,3.0,2.6666666666666665,0.0,3.0,2.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"They, on the other hand, had to set their alarm clock",51.0,0.037735849056603765,39.0,0.26415094339622647,0.5569365412132709,0.0,0.0
"En deuxième position, les Français font figurer les bonnes manières, puis le sens des responsabilités.",B2,102,15,5.866666666666666,4.0,3.75,0.0,0.0,1.0,0.0,3.0,7.0,2.0,2.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"In second position, the French show good manners, then a sense of responsibility.",93.0,0.08823529411764708,51.0,0.5,0.7079399661099007,0.037037037037037035,0.07142857142857142
"Dès lors, comment sortir de l'impasse ?",B2,39,7,4.714285714285714,1.0,7.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,How then to get out of the deadlock?,38.0,0.02564102564102566,29.0,0.2564102564102564,0.548845404108562,0.0,0.0
Le vaccin AstraZeneca est-il en voie de réhabilitation accélérée ?,B2,66,10,5.7,2.0,5.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Is the AstraZeneca vaccine undergoing accelerated rehabilitation?,62.0,0.06060606060606055,43.0,0.3484848484848485,0.728662695329362,0.0625,0.11764705882352941
Les ressources disponibles en ligne peuvent faciliter l'apprentissage des lycéens.,B2,82,10,7.3,2.0,5.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Resources available online can make it easier for high school students to learn.,75.0,0.08536585365853655,58.0,0.29268292682926833,0.6877852084972463,0.0,0.0
"De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant après la classe, parce que ça les rassure.",B2,181,31,4.870967741935484,12.0,2.5833333333333335,4.0,3.0,3.0,2.0,3.0,11.0,5.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"In addition, students have cell phones in college because they are equipped by their parents who want to be able to reach their child after class, because that reassures them.",159.0,0.12154696132596687,124.0,0.3149171270718232,0.6958850984633673,0.016666666666666666,0.03278688524590164
On ne trouve aucune différence en ce qui concerne la compréhension de concepts abstraits ou dans la résolution de problèmes complexes.,B2,134,21,5.428571428571429,10.0,2.1,4.0,0.0,4.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,There is no difference in understanding abstract concepts or in solving complex problems.,127.0,0.052238805970149294,83.0,0.3805970149253731,0.7101870028574905,0.030303030303030304,0.058823529411764705
"En Allemagne, l'université de Potsdam donne aux réfugiés qui ont été enseignants dans leur pays d'origine, la possibilité de devenir assistants puis professeurs dans les écoles allemandes qui manquent d'enseignants.",B2,215,30,6.2,12.0,2.5,2.0,2.0,7.0,0.0,3.0,8.0,4.0,3.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,"In Germany, the University of Potsdam gives refugees who have been teachers in their country of origin the possibility of becoming assistants and then teachers in German schools which lack teachers.",182.0,0.15348837209302324,132.0,0.38604651162790693,0.6865061927989423,0.03389830508474576,0.06557377049180328
Elle a juste miaulé craintivement et s'est recroquevillée sur sa branche oú elle se trouve.,B2,91,15,5.133333333333334,5.0,3.0,4.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,She just meowed fearfully and curled up on the branch where she is.,87.0,0.04395604395604391,61.0,0.3296703296703297,0.646500031462014,0.0,0.0
Des crèches vivantes y sont organisées et la paroisse se prépare pour la messe de minuit,B2,88,16,4.5625,8.0,2.0,2.0,1.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Living nativity scenes are organized there and the parish is preparing for midnight mass,82.0,0.06818181818181823,64.0,0.2727272727272727,0.6818181818181818,0.0,0.0
"Les oncles, les grands-parents, les cousins, cette année toute la famille se rassemble afin de fêter Noël comme il se doit",B2,122,21,4.857142857142857,7.0,3.0,3.0,0.0,2.0,1.0,4.0,18.0,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"Uncles, grandparents, cousins, this year the whole family comes together to celebrate Christmas as it should",114.0,0.06557377049180324,74.0,0.39344262295081966,0.7164761577923849,0.027777777777777776,0.05405405405405406
"Nous devons apprendre une multitude de langages : scientifiques tels le numérique, les langues étrangères, les langages des sons et des images, le langage du corps.",B2,164,26,5.346153846153846,10.0,2.6,1.0,1.0,1.0,0.0,5.0,3.0,1.0,3.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"We have to learn a multitude of languages: scientific such as digital, foreign languages, the languages of sounds and images, body language.",160.0,0.024390243902439046,84.0,0.4878048780487805,0.6987558810212798,0.043478260869565216,0.08333333333333333
Cette femme mourut seule et misérable.,B2,38,6,5.5,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,This woman died alone and miserable.,37.0,0.02631578947368418,23.0,0.39473684210526316,0.5691311612364244,0.0,0.0
Sa vitesse est limitée à 25 km/h et son utilisation est interdite sur les trottoirs.,B2,84,15,4.666666666666667,7.0,2.142857142857143,0.0,2.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Its speed is limited to 25 km / h and its use is prohibited on sidewalks.,81.0,0.0357142857142857,54.0,0.3571428571428571,0.7009301737013391,0.03333333333333333,0.06451612903225806
La formation s'achèvera par un contrôle pour savoir si le propriétaire a intégré les connaissances.,B2,99,15,5.666666666666667,5.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The training will end with a check to see if the owner has integrated the knowledge.,93.0,0.06060606060606055,73.0,0.26262626262626265,0.6344839371155161,0.03333333333333333,0.06451612903225806
