Text,Difficulty
"""De nombreux reportages s’arrêtent sur ces pères-là, posant sur eux un regard fait de bienveillance, d’admiration et d’étonnement.""",B2
"""Attention, vous devez certifier conformes la version papier des statuts de votre entreprise et celle de votre pièce d’identité, puis vous devez les signer de façon manuscrite avant de les scanner.""",B2
"""Quel est le délai de traitement du dossier par le greffe ?""",B2
"""Il faut que les parents apprennent à leurs enfants à garder une distance avec les écrans.""",B2
"""Elle entraîne dans l’entreprise ou la collectivité une augmentation de la part prise par le vélo dans les différents modes de transport de 125 % après un an , affirmait récemment l’Ademe .""",B2
"""Une voie médiane commence à s'imposer entre deux points de vue jugés longtemps inconciliables.""",B2
"""En analysant les données recueillies lors des épreuves d’évaluation dans le primaire et le secondaire, on constate qu’il n’y a aujourd’hui pas de différences de performances entre filles et garçons.""",B2
"""Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.""",B2
"""L’une des plus emblématiques est Marie Sophie Germain.""",B2
"""Enfin, elle apprécie de ne plus avoir à bagarrer pour les factures de téléphone.""",B2
"""Les sociétés modernes demandent beaucoup aux jeunes ; elles exigent qu'ils soient libres et sérieux, autonomes et prévoyants, originaux et conformes.""",B2
"""Pourtant, sur cette distance, le vélo est le mode de transport le plus performant en milieu urbain et semi-urbain.""",B2
"""Ainsi, ils gagnent en efficacité et l’employeur en profite.""",B2
"""Jean-Philippe Viriot-Durandal, maître de conférences en sociologie à l'université de Franche-Comté, en est convaincu.""",B2
"""Ces plus de 55 ans, qui furent les petits Français babillants du babyboom de l'après-guerre, représentent aujourd'hui 16 millions de nos compatriotes, soit 20 % de la population !""",B2
"""Bien entendu, nous sommes conscients des inconvénients que cela peut entraîner : en s’adressant à des sous-traitants, nous courons le risque de perdre une partie de nos secrets de fabrication et de voir surgir des problèmes dans la qualité du service rendu, tels que le non-respect du cahier des charges.""",B2
"""L’environnement pharmaceutique international se durcit.""",B2
"""D'autre part, elle est un investissement dans le travail scolaire et dans la formation professionnelle, en une longue compétition qui permet d'acquérir progressivement un statut d'adulte.""",B2
"""Il n’y a hélas aucune contestation possible : aujourd’hui encore, et partout dans le monde, les mères passent beaucoup plus de temps que les pères à prendre soin de leurs enfants.""",B2
"""Mais des femmes ayant choisi d’autres disciplines scientifiques reconnaissent qu’elles n’ont même pas envisagé cette possibilité.""",B2
"""Mais cette vision peut aussi être très différente de celle que nous nous étions faite pendant notre lecture.""",B2
"""La corruption se ressent à différents niveaux: les salaires sont si bas que les employés sont tentés d'accepter des pots-de-vin pour approuver des plans d'exploitation qu'ils n'ont jamais vus.""",B2
"""Face à cette pression du marché doublée d'une absence de contrôle rationnel, la forêt est-elle condamnée ?""",B2
"""Toutes choses qui, à ce jour, ne sont précisément pas enseignées à l’école et dépendent en bonne partie des usages et de la pratique qu’ont les élèves de l’internet.""",B2
"""C’est le cas des mathématiques.""",B2
"""Le débat n'est pas nouveau.""",B2
"""C’est comme un sucre, ça ragaillardit et ça donne le courage et l’énergie d’en faire toujours plus.""",B2
"""Déjà, les problèmes s'accumulent.""",B2
"""Contrairement à leurs aînés, partis à la retraite souvent usés par le travail et les problèmes de santé, les sexagénaires d'aujourd'hui ont à peine quelques mèches grises.""",B2
"""Cette notion est très importante.""",B2
"""Plus de la moitié des sénateurs ont plus de 60 ans, l'âge moyen des maires de communes de plus de 3 500 habitants est de 54 ans.""",B2
"""Faute d'y avoir réfléchi, car la recherche sur les conséquences sociales du vieillissement reste limitée.""",B2
"""Fort heureusement pour tout le monde, on n’en est plus là.""",B2
"""Tant qu’on affirmera aux nouveaux pères qu’ils sont des gens fabuleux, on ne fera pas avancer la cause.""",B2
"""Au-delà de la pression réglementaire, les entreprises qui s’engagent dans le recyclage des déchets professionnels s’inquiètent de la diminution des matières premières qui entrent dans la composition de ces appareils : des métaux rares, du cuivre, du fer.""",B2
"""D'une part, elle est une conquête d'autonomie, une sortie de la dépendance enfantine, une découverte de soi, de ses goûts, de ses amitiés.""",B2
"""Vous joindrez à votre formulaire les pièces justificatives et documents sous format numérique.""",B2
"""Reprochant aux autorités administratives l'absence de politique forestière à long terme, ils profitent de la durée de leurs permis pour exploiter sans discernement tout ce qui peut se vendre afin d'accroître leurs marges bénéficiaires.""",B2
"""Pour faire face à toutes ces transformations, nous vous proposons de nous recentrer sur nos compétences clés : la recherche de nouveaux médicaments et la commercialisation de tous nos produits pharmaceutiques.""",B2
"""Alors, que faut-il attendre de cette génération si nombreuse et si peu connue ?""",B2
"""Reste à faire de ces principes une règle pour tous.""",B2
"""Cela nécessite des équipements et suffisamment de place.""",B2
"""Cela fonctionne plus ou moins bien.""",B2
"""Et puis, que faut-il juger : un film par rapport au livre, ou tout simplement le film pour ce qu’il est ?""",B2
"""Il existera bien sûr des moyens détournés de tricher, mais l’accent sera mis sur la dissuasion, à la manière des contrôles antidopage, l’autre condition étant évidemment d’imaginer des sujets qui ne se prêtent pas au copier-coller.""",B2
"""Ce sont les propos que Benoît Hamon a tenus au JDD mi-juillet.""",B2
"""Ou s'obstiner à garder les rênes de leurs entreprises, à occuper les postes d'administrateurs et les sièges électifs ?""",B2
"""Que se passe t-il après l’envoi du dossier de formalité par Internet ?""",B2
"""Pas forcément, mais il ne s'agit pas de sous-estimer la menace.""",B2
"""Bref, la démocratie a les tempes blanchies.""",B2
"""Une association de promotion et de développement de l’apprentissage en ligne note que si la calculatrice a supplanté le calcul mental y compris pour des opérations basiques, et que l’utilisation d’un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont été mémorisées en amont et c’est grâce à cette assimilation de connaissances basiques que l’apprenant peut utiliser la calculatrice .""",B2
"""Projet d’externalisation de notre production de médicaments et des essais cliniques.""",B2
"""Pour notre entreprise, externaliser, c’est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.""",B2
"""Depuis 2006, les particuliers français peuvent recycler des déchets d’équipements électriques et électroniques grâce à la reprise un pour un .""",B2
"""Toujours moins de papier, un accès toujours plus simple et rapide, tel est l’objectif global poursuivi au quotidien par les greffiers du tribunal de commerce de Paris, qui en plein accord avec la volonté ministérielle de faciliter la vie de l’entrepreneur, franchissent à nouveau une étape.""",B2
"""C'est devenu un rituel, désormais en vigueur dans de nombreuses familles, encore qu'en France le phénomène portable n'ait pas remporté auprès des adolescents le même succès que dans les pays scandinaves.""",B2
"""Pour autant, cette généralité avérée ne doit pas masquer le fait que certains hommes (encore trop peu nombreux) ont décidé de prendre leur paternité à bras le corps et de s’occuper mieux de leurs enfants afin de renverser la tendance et de vivre autant que possible sur un pied d’égalité avec la mère de leur progéniture.""",B2
"""Sinon le poumon de la terre continuera inexorablement à disparaître.""",B2
"""Elle peut donc ouvrir d’autres réflexions et finalement devenir très enrichissante.""",B2
"""Un principe qui concerne déjà de nombreux produits tels que les emballages, les textiles et les pneus.""",B2
"""Et fringants.""",B2
"""À terme, plus de 300 déchetteries professionnelles collecteront gratuitement ces déchets qui seront ensuite transportés dans des centres de traitement où ils suivront le même circuit que les déchets ménagers : destruction, dépollution, puis réutilisation dans la fabrication de nouveaux équipements électroniques.""",B2
"""Les sommets, il ne les voit jamais.""",B2
"""Nous savons tous que, quand la fabrication d’un médicament s’arrête pour des raisons sanitaires, nous devons licencier à chaque fois une partie de nos équipes.""",B2
"""J’ai l’impression de perdre le monde imaginaire que je me suis créé.""",B2
"""Les éternels affrontements entre ceux qui militent pour la protection inconditionnelle de sanctuaires naturels et ceux qui défendent les intérêts économiques des compagnies forestières semblent même passés de mode.""",B2
"""Comme tout le monde, le nouveau père n’a rien contre un compliment de temps en temps.""",B2
"""Les capacités intellectuelles masculines et féminines sont en moyenne les mêmes.""",B2
"""Il existe des outils pour le repérer, précisent les promoteurs de la méthode.""",B2
"""Nous nous engageons à vous tenir au courant des relations que nous aurons avec nos nouveaux partenaires.""",B2
"""Ainsi, le portable permet de se tolérer mutuellement.""",B2
"""Cette indemnité devrait être obligatoire dans toutes les entreprises et collectivités où des salariés la demandent, explique Yoann Rouillac, président d’un groupe de travail sur le vélo.""",B2
"""Beaucoup d’entreprises ont donc attendu ce moment pour se préparer réellement à les traiter.""",B2
"""L’employeur a en effet déjà obligation de prendre en charge la moitié de l’abonnement aux transports en commun de ses salariés.""",B2
"""C'est l'année où les centaines de milliers de baby-boomers, nés lors du pic des naissances de 1946, arriveront à la retraite.""",B2
"""Enfin, vous signerez avec votre certificat électronique l’ensemble de ces éléments avant de cliquer sur envoi .""",B2
"""Ce cas n’est pas isolé.""",B2
"""Prendre leur retraite, comme la loi le leur permet ?""",B2
"""Et une forêt bien aménagée pourra ultérieurement fournir une nouvelle récolte de bois.""",B2
"""C’est à la fin du XIXe siècle que les scientifiques commencent à s’intéresser, de manière raisonnée , aux capacités intellectuelles des hommes et des femmes.""",B2
"""Les mathématiques véhiculent encore une image très masculine.""",B2
"""Au collège et au lycée, on pratique l'art de la conversation, celui de la complicité, des petites passions partagées dans un sentiment de légèreté et d'insouciance puisque rien n'est définitif.""",B2
"""Elle se sent de surcroît sécurisée de savoir qu'ils peuvent appeler en cas d'urgence.""",B2
"""Lucides, les adolescents mettent au point leur conduite, en cherchant à ne pas reproduire ce qui leur paraît négatif du comportement des autres - mais il leur arrive de se laisser déborder par l'émotion lorsque leur mobile sonne durant un cours.""",B2
"""Et pas que pour jouer au ballon ou aller manger une glace.""",B2
"""Cela peut être perçu comme étant très réducteur !""",B2
"""Les papy-boomers sont individualistes, ce sont d'ailleurs eux qui ont mis en vogue le concept.""",B2
"""L'exploitation est la plupart du temps confiée à des sociétés privées européennes ou asiatiques.""",B2
"""Capacités intellectuelles ou problèmes d’orientation ?""",B2
"""Premièrement, les agences réglementaires nationales exigent un nombre de patients testés toujours plus grand.""",B2
"""Qui ajoute que l'opposition entre les jeunes générations, ouvertes sur le monde et sur l'avenir, et les anciennes, rétives au changement et réfractaires à la nouveauté , ne serait que caricature.""",B2
"""En effet, sitôt rentrés chez eux, Vanessa, 14 ans, Raphaël, 16 ans, Marie, 44 ans, et Patrick, 45 ans, branchent les petites boîtes colorées afin de les recharger.""",B2
"""Toute formalité de modification nécessite la réalisation de démarches avant la réalisation du dossier ainsi que la préparation des pièces justificatives et des documents à joindre au dossier.""",B2
"""Or, aujourd'hui, c'est un défi massif lancé à notre pays.""",B2
"""Ainsi, à la fondation Sciences mathématiques de Paris, il y a moins de 20 % de femmes.""",B2
"""D'abord, parce qu'elle est fort nombreuse.""",B2
"""Ajouter de l’interdiction à l’interdiction ne dit pas comment on règle le problème.""",B2
"""Il en veut pour preuve deux exemples, décortiqués dans son livre.""",B2
"""Ne vont-ils pas accaparer les affaires publiques à leur avantage ?""",B2
"""On s’inquiète même pour eux : les nouveaux pères en font-ils trop ?""",B2
"""Il est reconnu utile pour les adultes qui travaillent, surtout pour les médecins, les reporters , ceux qui doivent voyager, ou encore en cas de pépin, de panne sur l'autoroute, d'accident.""",B2
"""Mais au rythme auquel les forêts tropicales se dégradent, il devient urgent de traduire sur le terrain une politique propre à pérenniser les ressources forestières.""",B2
"""On aurait préféré une réflexion collective sur la place du numérique à l’école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.""",B2
"""Un autre inconvénient à cette interdiction est le risque de priver les adolescents d’un apprentissage sur l’utilisation raisonnée d’Internet et des réseaux sociaux.""",B2
"""Aussi, les jeunes heureux réussissent à acheter leur autonomie et leur tranquillité par une réussite au lycée qui ne les dévore pas.""",B2
"""Mais ces recherches sur les différences n’en sont qu’à leurs balbutiements.""",B2
"""Stop : tout d’abord, figurez-vous que les vrais nouveaux pères n’ont aucune envie d’être appelés comme cela.""",B2
"""Une génération décrispée pour laquelle il est devenu presque banal de refaire sa vie largement passé l'âge de la retraite et tout aussi courant que ces nouveaux amoureux conservent chacun son logement.""",B2
"""Et puis, dans l’adaptation cinématographique, l’histoire dure beaucoup moins longtemps que dans le roman.""",B2
"""La prise en compte de ces exigences nécessitera de construire de nouvelles infrastructures, explique Olivier Schneider.""",B2
"""Car là où elle est appliquée, cette indemnité a produit d’excellents résultats.""",B2
"""L’immense majorité des déchets professionnels sont mêlés aux gravats ou aux emballages, et enterrés dans le sol faute d’être isolés en vue de leur traitement , affirme-t-il.""",B2
"""À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfin ce mode de transport, notamment grâce à l’indemnité kilométrique : ce dispositif autorise l’employeur à dédommager ses salariés se rendant au travail à vélo (environ 0,25 euro par kilomètre parcouru).""",B2
"""Leur préservation est une affaire urgente.""",B2
"""C'est un phénomène unique dans l'histoire française, né d'une conjonction particulièrement favorable de la démographie et de l'économie plus rare que l'on sait déjà qu'il ne pourra pas durer.""",B2
"""Parfois, cette épreuve se passe mal, entre autonomie et dépendance, entre succès et échecs.""",B2
"""Toniques, les papy-boomers sont formatés pour le changement.""",B2
"""Bientôt, ce sera au tour des entreprises de bénéficier d’une telle possibilité, qui devrait permettre de collecter et de recycler près de 70 000 tonnes de déchets professionnels.""",B2
"""Selon une étude, les élèves qui fréquentent des écoles où le téléphone est interdit ont de meilleurs résultats que les autres.""",B2
"""L'envie d'en avoir un ne manque pas, ou encore la joie d'exprimer qu'on en possède un et le bonheur que cela procure, même si parfois des drames s'ensuivent : Je me suis fâchée avec ma meilleure amie, car elle disait qu'à mon âge, c'était inutile et pour la frime ; mais, depuis que j'en ai un, j'ai acquis de nombreuses libertés : je peux désormais aller seule en ville, j'ai la permission de minuit dans les soirées.""",B2
"""Pour certains enseignants, le débat dépasse celui de l’école : Je parle des écrans avec les ados, je valorise la lecture de livres, mais le véritable problème c’est ce qui se passe à la maison s’inquiète Jean-Thomas Giovannoni, professeur d’anglais, qui a lui-même grandi sans télévision.""",B2
"""Est également stigmatisée la nature des échanges à l'occasion de courses au supermarché, par exemple, pour questionner sur la marque de yaourts .""",B2
"""Si nous devenions tous uniformément monolingues, notre cerveau en serait affecté, au point de perdre une partie de notre créativité linguistique innée.""",C1
"""Sur la côte, ils chassent les phoques et les baleines tandis qu'à l'intérieur des terres, ils y élèvent le renne.""",C1
"""Mais en se plaçant au point de vue même de ces artistes réalistes, on doit discuter et contester leur théorie qui semble pouvoir être résumée par ces mots : Rien que la vérité et toute la vérité.""",C1
"""Selon les services vétérinaires, la moitié des bisons de Yellowstone ont été exposés à la brucellose.""",C1
"""Une fois leur projet abouti, ils parlent de liberté, d’harmonie, de renaissance.""",C1
"""Pour dissuader ses lycéens de faire les Beaux-arts, l’École du cirque ou de se diriger vers diplôme d’arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : J’avais deux copains.""",C1
"""Or les éleveurs du Montana craignent que les bisons transmettent à leurs bovins la brucellose, une maladie qui provoque l'avortement.""",C1
"""Une autre organisation qui produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale .""",C1
"""Leur instinct les pousse à migrer à la recherche de nourriture jusqu'au Montana, qui borde le parc national au nord et à l'ouest.""",C1
"""Seulement voilà : depuis trois ans, le proviseur se fait plus discret.""",C1
"""Citadins pour la plupart, ils ont entre 30 et 50 ans, avec une tendance au rajeunissement ; ils sont installés sur le plan professionnel, en couple ou seuls.""",C1
"""Elle oblige à une réflexion sur soi-même et à un inventaire des possibles.""",C1
"""Une langue qui n’est pas employée sur Internet n’existe plus dans le monde moderne.""",C1
"""La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.""",C1
"""Illusion du vrai jamais immuable!""",C1
"""Cela a été le pire moment de ma vie, se souvient Rosalie.""",C1
"""En remontant dans le temps, on s’aperçoit que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l’époque.""",C1
"""Chacun de nous se fait donc simplement une illusion du monde, illusion poétique, sentimentale, joyeuse, mélancolique, sale ou lugubre suivant sa nature.""",C1
"""En 1880, il n'en reste que quelques centaines aux Etats-Unis.""",C1
"""À partir de récits de vie, elles dissèquent les motivations des candidats à la reconversion professionnelle.""",C1
"""Il faut admettre avec un égal intérêt ces théories d'art si différentes et juger les oeuvres qu'elles produisent uniquement au point de vue de leur valeur artistique en acceptant a priori les idées générales d'où elles sont nées.""",C1
"""Son but n'est point de nous raconter une histoire, de nous amuser ou de nous attendrir, mais de nous forcer à penser, à comprendre le sens profond et caché des événements.""",C1
"""La fin des parcours linéaires Plus qu’à un changement de métier, c’est à un changement de vie auquel aspirent ces individus.""",C1
"""Cette introspection est un préalable à la planification de son projet, alors vécu comme un choix positif.""",C1
"""Mais au dernier moment, nous nous sommes rendus compte que ce titre était déjà déposé par un producteur de télévision.""",C1
"""Ce qui est nouveau, en revanche, c’est la vitesse à laquelle elles périssent en ce moment.""",C1
"""Et nos esprits qui reçoivent les instructions de ces organes, diversement impressionnés, comprennent, analysent et jugent comme si chacun de nous appartenait à une autre race.""",C1
"""Ce phénomène peut venir d’en haut, sous forme de mesures d’incitation, de recommandations ou de lois, ou bien de la base, par la pression du groupe ou en raison de la nécessité économique.""",C1
"""Quel enfantillage, d'ailleurs, de croire à la réalité puisque nous portons chacun la nôtre dans notre pensée et dans nos organes.""",C1
"""D'autres, comme le Front de Libération des Animaux (Animal Liberation Front), considèrent la chose du point de vue animal et soutiennent que les animaux ne doivent pas être considérés comme des 'ressources renouvelables' assujetties à l'exploitation humaine.""",C1
"""L'habileté de son plan ne consistera donc point dans l'émotion ou dans le charme, dans un début attachant ou dans une catastrophe émouvante, mais dans le groupement adroit de petits faits constants d'où se dégagera le sens définitif de l'oeuvre.""",C1
"""Leur mode de vie repose comme depuis toujours sur la prise d'animaux.""",C1
"""Alors, en quelque mois, éleveurs et fonctionnaires du Montana abattent, avec l'accord du parc, plus de 1000 bisons sans même vérifier s'ils sont porteurs de brucellose.""",C1
"""Mais pouvons-nous faire tomber une tuile sur la tête d'un personnage principal, ou le jeter sous les roues d'une voiture, au milieu d'un récit, sous prétexte qu'il faut faire la part de l'accident?""",C1
"""En quinze jours, j’ai tout vendu, et je suis partie m’installer dans le Gers.""",C1
"""Jusqu’aux années 1970, le projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l’accession à la propriété familiale.""",C1
"""Ils se réfugient au Wyoming tandis que les tribus indiennes, affamées et épuisées, se rendent.""",C1
"""Dans le cas de beaucoup de langues, il est trop tard pour faire quoi que ce soit, parce que les locuteurs sont soit trop peu nombreux soit trop âgés, ou bien parce que la communauté linguistique est trop occupée par ailleurs à essayer de survivre.""",C1
"""Ainsi, une grande partie des espèces végétales ou animales en péril ne sont connues à l’heure actuelle que par certains peuples, dont les langues s’éteignent.""",C1
"""Ce phénomène, poursuit la sociologue, résulte à la fois de la crise de l’emploi, qui encourage chacun à être plus mobile, et d’un bouleversement des valeurs qui cimentent la société.""",C1
"""La deuxième phase correspond à une période de bilinguisme émergent.""",C1
"""Aujourd’hui, il est davantage question de réalisation de soi, de quête de l’identité personnelle.""",C1
"""Si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi, alors la préservation de la diversité linguistique est essentielle, puisque les langues écrites et orales sont le principal mode de transmission des cultures.""",C1
"""Pour produire l'effet qu'il poursuit, c'est-à-dire l'émotion de la simple réalité et pour dégager l'enseignement artistique qu'il en veut tirer, c'est-à-dire la révélation de ce qu'est véritablement l'homme contemporain devant ses yeux, il devra n'employer que des faits d'une vérité irrécusable et constante.""",C1
"""Les grands artistes sont ceux qui imposent à l'humanité leur illusion particulière.""",C1
"""Leur intention étant de dégager la philosophie de certains faits constants et courants, ils devront souvent corriger les événements au profit de la vraisemblance et au détriment de la vérité, car le vrai peut quelquefois n'être pas vraisemblable.""",C1
"""La diversité occupe une place centrale dans la théorie de l’évolution, car elle permet à une espèce de survivre dans des milieux différents et l’uniformisation présente des dangers pour la survie à long terme d’une espèce.""",C1
"""Lui se déclare enfin en phase avec lui-même.""",C1
"""Pour se lancer, il est préférable d’avoir quelques finances et un bon carnet d’adresses.""",C1
"""Depuis qu’elles se sont diversifiées, au moins 30 000 sont nées et se sont éteintes, souvent sans laisser de trace.""",C1
"""La Commission a imposé un moratoire international sur la chasse à la baleine et connaît des difficultés à faire la distinction entre la chasse à la baleine à des fins commerciales et la chasse à des fins de subsistance telle que pratiquée par les autochtones pour vivre et se nourrir.""",C1
"""Dans un premier temps, les locuteurs subissent une très forte pression – politique, sociale ou économique – pour parler la langue dominante.""",C1
"""Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des Peaux Rouges.""",C1
"""Illusion du laid qui est une opinion changeante!""",C1
"""On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.""",C1
"""Elles établissent cinq catégories : se mettre au vert, se mettre à son compte, se consacrer aux autres, vivre sa passion, partir loin.""",C1
"""Après les écoles littéraires qui ont voulu nous donner une vision déformée, surhumaine, poétique, attendrissante, charmante ou superbe de la vie, est venue une école réaliste ou naturaliste qui a prétendu nous montrer la vérité, rien que la vérité et toute la vérité.""",C1
"""Et l'abattage d'un tiers du troupeau de Yellowstone, à l'hiver 1996-1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes.""",C1
"""Rosalie Little Thunder, amérindienne sioux Lakota, prie pour que l'hiver ne soit pas trop rigoureux dans le Wyoming.""",C1
"""Elle-même a quitté Paris et son poste de directrice de la rédaction d’un magazine télé, il y a neuf ans, pour fonder sa propre agence dans le Gers.""",C1
"""Ne nous fâchons donc contre aucune théorie puisque chacune d'elles est simplement l'expression généralisée d'un tempérament qui s'analyse.""",C1
"""C'est cette vision personnelle du monde qu'il cherche à nous communiquer en la reproduisant dans un livre.""",C1
"""Les adeptes de ces campagnes soulignent que les animaux devraient être tués seulement à des fins alimentaires, une politique qui, si elle était appliquée, laisserait les autochtones sans la moindre monnaie d'échange pour se procurer des médicaments.""",C1
"""Et l'écrivain n'a d'autre mission que de reproduire fidèlement cette illusion avec tous les procédés d'art qu'il a appris et dont il peut disposer.""",C1
"""Depuis le Grand Nord, la défense des droits des animaux est perçue comme une attaque au cœur de la culture des peuples aborigènes et contre leur droit à l'existence même.""",C1
"""Mais il faut pour cela qu’un certain nombre de conditions soient réunies : la communauté elle-même doit avoir envie de sauver sa langue ; la culture plus vaste dans laquelle elle s’inscrit doit respecter les langues minoritaires ; et il faut des fonds pour financer les cours, le matériel pédagogique et les enseignants.""",C1
"""Ce processus d’homogénéisation s’est renforcé avec l’industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques.""",C1
"""Quelle activité, sinon l’hébergement touristique, permet de conjuguer toutes ces motivations ?""",C1
"""Laissons-le libre de comprendre, d'observer, de concevoir comme il lui plaira, pourvu qu'il soit un artiste.""",C1
"""Depuis plusieurs années, la présidente de la Seventh Generation Fund, une association de défense des droits autochtones, se bat pour la sauvegarde des bisons du parc de Yellowstone, la seule horde sauvage existant encore aux Etats-Unis.""",C1
"""Il a ouvert un gîte de randonneurs en Haute-Savoie.""",C1
"""Cette attaque est menée par des gens qui en savent peu sur la vie du Grand Nord, qui sont eux mêmes très loin du monde des animaux et qui ont le luxe de différentes options quant à la façon dont ils souhaitent eux-mêmes vivre.""",C1
"""Pour la sociologue, auteur de Reconversions professionnelles volontaires, ce mouvement est à la fois individuel et social.""",C1
"""Entre 1860 et 1880, les bisons ont été éliminés par les Blancs pour nous enlever ce qui faisait notre vie : le cœur de notre culture, de notre spiritualité, mais aussi notre principale ressource et source d'alimentation.""",C1
"""Les conséquences de la disparition des langues sont graves à plus d’un titre.""",C1
"""Nous avions l’intention d’appeler ce journal Changer de vie, révèle sa fondatrice.""",C1
"""Les cadres d’aujourd’hui quittent leur entreprise pour ouvrir des maisons d’hôtes.""",C1
"""Des décennies de sensibilisation à l’écologie ont fini par nous convaincre que la biodiversité est une bonne chose.""",C1
"""La diversité linguistique n’a malheureusement pas bénéficié de la même publicité.""",C1
"""Le rythme d’extinction des langues a ainsi atteint des proportions sans précédent dans l’histoire : 10 par an à l’échelle mondiale.""",C1
"""Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an, l’aventure tourne parfois court.""",C1
"""Le directeur financier, sans doute moins heureux qu’il l’affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu.""",C1
"""Les gens du Grand Nord ont toujours valorisé l'autonomie de l'individu.""",C1
"""Mais si nous jugeons un naturaliste, montrons-lui en quoi la vérité dans la vie diffère de la vérité dans son livre.""",C1
"""Et chaque année, 2 500 Français créent un gîte rural, une aventure pourtant risquée.""",C1
"""Nos yeux, nos oreilles, notre odorat, notre goût différents créent autant de vérités qu'il y a d'hommes sur la terre.""",C1
"""Mais la société, en érigeant en diktat le changement et la vocation de soi , en fait une expérience sociale.""",C1
"""Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.""",C1
"""La disparition des langues devrait nous préoccuper au même titre que celle des espèces animales ou végétales.""",C1
"""Mon second copain fit des études de commerce.""",C1
"""Les langues ne sont pas seulement le moyen privilégié de communication entre les humains, elles incarnent la vision du monde de leurs locuteurs, leurs imaginaires, leurs façons de véhiculer le savoir.""",C1
"""Les linguistes estiment qu’un idiome ne peut survivre qu’à condition de compter au moins 100 000 locuteurs.""",C1
"""En vingt ans, leur nombre est passé de 4 500 à plus de 30 000, selon la direction du Tourisme du ministère de l’Emploi, qui ne recense que les maisons d’hôtes labellisées par les principales organisations touristiques.""",C1
"""Un exemple entre mille : le nombre de gens qui meurent chaque jour par accident est considérable sur la terre.""",C1
"""Un choix s'impose donc, - ce qui est une première atteinte à la théorie de toute la vérité.""",C1
"""Se reconvertir, mode d’emploi, les deux auteures donnent des indices.""",C1
"""Le mythe du retour aux sources, l’engouement écologique, le rejet des transports en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts.""",C1
"""Il n’est guère étonnant, dès lors, que la bifurcation professionnelle et le déménagement prennent des allures de conversion identitaire .""",C1
"""Le réaliste, s'il est un artiste, cherchera, non pas à nous montrer la photographie banale de la vie, mais à nous en donner la vision plus complète, plus saisissante, plus probante que la réalité même.""",C1
"""Plus près de nous, l’internationalisation des marchés financiers, la diffusion de l’information par les médias électroniques et les autres avatars de la mondialisation ont intensifié la menace qui pesait déjà sur les petites langues.""",C1
"""Forts des expériences, parfois malheureuses, de leurs aînés, certains jeunes anticipent.""",C1
"""Illusion de l'ignoble qui attire tant d'êtres!""",C1
"""Il montrera de cette façon, tantôt comment les esprits se modifient sous l'influence des circonstances environnantes, tantôt comment se développent les sentiments et les passions, comment on s'aime, comment on se hait, comment on se combat dans tous les milieux sociaux, comment luttent les intérêts bourgeois, les intérêts d'argent, les intérêts de famille, les intérêts politiques.""",C1
"""Il y a toujours un événement déclencheur , constate la directrice de Changer tout.""",C1
"""En kiosque depuis le 1er mars, le magazine Changer tout résume l’ambition de leur reconversion.""",C1
"""Ils se disent prêts à quitter travail et confort, à s’éloigner de leurs amis, à gagner moins pour vivre mieux .""",C1
"""Le volapük a été la première d’entre elles, tandis que l’espéranto a connu le plus vif succès et la plus grande longévité.""",C1
"""Une sociologue, qui a réalisé une enquête qualitative, utilise la métaphore de l’autocuiseur pour caractériser ce scénario de crise qui conduit l’individu à une remise à plat de son expérience.""",C1
"""Lorsqu’une culture est assimilée par une autre, la langue menacée subit un processus qui passe généralement par trois étapes.""",C1
"""Le danger qui pèse sur le multilinguisme est analogue à celui qui concerne la biodiversité.""",C1
