Text,Difficulty,Text_english_translation
"Durant les années 1990, beaucoup de gens étaient réticent à cette nouvelle fête : Les parents et les enseignants n’y voyaient qu’une fête commerciale",B2,"During the 1990s, many people were reluctant to this new party: Parents and teachers saw it only as a commercial party"
"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen.",C1,"During its period of validity, its holder enjoys freedom of movement in the Schengen area."
e suis convaincu que ce détail vous aura échappé et que votre refus n'est dei qu'à un malentendu. ,C1,I am convinced that this detail will have escaped you and that your refusal is only a misunderstanding.
Edouard aime beaucoup son foulard noir.,A1,Edouard really likes his black scarf.
Eh bien non! Je ne veux plus entendre parler de lui.,C2,Well no! I don&#39;t want to hear from him anymore.
Elise boutonne sa chemise grise.,A1,Elise buttons her gray shirt.
Elle a 20 ans.,A1,She is 20 years old.
Elle a 84 ans et elle habite à Antibes,A1,She is 84 years old and she lives in Antibes
Elle a été construite par Gustave Eiffel pour l’Exposition universelle de Paris de 1889,B1,It was built by Gustave Eiffel for the Universal Exhibition of Paris of 1889
Elle a été perçue comme un moyen de transport puéril,B2,It was seen as a childish form of transportation
"Elle a trois enfants, deux garçons et une fille",A1,"She has three children, two boys and a girl"
Elle adore mettre sa jupe à fleurs et un chemisier assorti lorsqu’il fait beau,B1,She loves to put on her floral skirt and a matching blouse when the weather is nice
Elle célèbre la prise de la Bastille qui a eu lieu le 14 juillet 1789,A2,"It celebrates the storming of the Bastille which took place on July 14, 1789"
Elle commémore la résurrection de Jésus mais fête aussi le printemps,B1,It commemorates the resurrection of Jesus but also celebrates spring
Elle est connue mais ça fait toujours rigoler.,C1,She is famous but it always makes people laugh.
Elle est plus jolie que celle que j’avais avant,A2,She&#39;s prettier than the one I had before
Elle était selon la tradition précédée d’une période de jeûne de 40 jours appelée « Carême »,B1,It was according to the tradition preceded by a period of fasting of 40 days called &quot;Lent&quot;
"Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher",A2,She does her homework then cooks dinner and finally watches a movie before going to bed
Elle fait des bons gâteaux,A1,She makes good cakes
Elle joue du violon comme un grand artiste,A2,She plays the violin like a great artist
Elle partage un appartement avec deux garçons.,A2,She shares an apartment with two boys.
Elle passe aussi à la boulagerie et elle achète une baguette toute chaude et des croissants pour le petit-déjeuner.,A1,She also stops by the bakery and buys a hot baguette and croissants for breakfast.
"Elle pose sa main sur la table, elle tente un rapprochement.",C1,"She puts her hand on the table, she tries to reconcile."
"Elle préfère aussi mettre un pull, des chaussettes en laine, des bottes et ses gants pour ne pas avoir froid aux doigts",B1,"She also prefers to wear a sweater, woolen socks, boots and gloves so as not to get cold fingers."
Elle s'est ensuite élargie à d'autres établissements.,B1,It then expanded to other establishments.
"Elle se situe au bout du couloir, à droite",A2,"It is at the end of the corridor, to the right"
"Elle tournait tant autour du pot et plus encore, que le marquis perdit patience.",C2,It was so beating around the bush and more that the Marquis lost patience.
Elle vient avec son mari et mes cousins Lionel et Marcel,A2,She comes with her husband and my cousins Lionel and Marcel
Elles cachent une partie de leur douleur.,B2,They hide some of their pain.
"Elles m’ont promis de me faire découvrir tout Londres : nous visiterons les musées, les monuments et les parcs",A1,"They promised to show me all of London: we will visit museums, monuments and parks"
Elles sont sympathiques,A1,They are nice
"En 1763, après avoir perdu la bataille des plaines d'Abraham de 1759, l'empire français cède ses terres à l'empire britannique et il n'y a plus d'échange entre la France et le Québec.",C1,"In 1763, after losing the Battle of the Plains of Abraham in 1759, the French Empire ceded its lands to the British Empire and there was no further trade between France and Quebec."
"En bas, les touristes de toutes les nationalités s'impatientent au milieu des revendeurs à la sauvette.",C2,"Below, tourists of all nationalities are growing impatient among the street vendors."
"En chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux",B2,"Along the way, he was able to admire the magnificent Bartholdi fountain on the great Place des Terreaux"
"En conséquence, si la liberté est illusoire ou inaccessible, il semble que c’en soit fini de la responsabilité morale et juridique de tout individu, et par là même de la justice.",C2,"Consequently, if freedom is illusory or inaccessible, it seems that this is the end of the moral and legal responsibility of any individual, and hence of justice."
"En effet, à partir du moment où le travail devient une fin en soi, on ne peut plus le considérer comme une contrainte car cette activité est pratiquée par l’Homme librement pour elle-même et non pour une fin extérieure.",C2,"Indeed, from the moment when work becomes an end in itself, it can no longer be considered as a constraint because this activity is practiced by Man freely for himself and not for an external end."
"En effet, il s’agit aussi d’une obligation, une fin en soi, qui lui permet en quelque sorte de s’émanciper la nature qui est en lui ainsi que de sa condition humaine. ",C2,"Indeed, it is also an obligation, an end in itself, which allows him in a way to emancipate himself from the nature which is in him as well as from his human condition."
"En effet, je remplis les conditions d'ancienneté requises puisque je travaille dans votre entreprise depuis 45 mois et que je possède une expérience professionnelle de 8 années.",C1,"Indeed, I meet the required seniority conditions since I have been working in your company for 45 months and have 8 years of professional experience."
"En effet, la technique désignant toutes les fabrications de l’Homme, elle englobe aussi le travail puisque l’être humain en est le « fabriquant ». ",C2,"Indeed, the technique designating all the fabrications of the Man, it also encompasses the work since the human being is the &quot;manufacturer&quot;."
"En effet, le risque pour un homme comme Calliclès décidant de mener une vie intempérante et désordonnée est de devenir l’esclave de ses propres passions et désirs.",C2,"Indeed, the risk for a man like Callicles deciding to lead an intemperate and disorderly life is to become the slave of his own passions and desires."
"En effet, le travail étant un des facteurs principaux qui permet à l’Homme d’améliorer son existence la perfectibilité le développe.",C2,"Indeed, work being one of the main factors which allows man to improve his existence, perfectibility develops him."
"En effet, le travail pourrait être qualifié uniquement de contrainte si il est imposé à l’humanité par d’autres Hommes.",C2,"Indeed, work could only be qualified as a constraint if it is imposed on humanity by other Men."
"En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux",A2,"Indeed, even if you don&#39;t want to buy something, it is still worth spending time in shopping malls."
"En effet, que se passe-t-il lorsqu’un individu se retrouve face à deux possibilités aussi équivalentes l’une que l’autre, lorsque rien ne puisse permettre de déterminer son choix ?",C2,"Indeed, what happens when an individual is faced with two equally equivalent possibilities, when nothing can make it possible to determine his choice?"
"En effet, selon Spinoza, non seulement l’homme est déterminé mais cette illusion naturelle du libre arbitre nous déterminent à ne pas savoir que nous sommes déterminés, et ainsi à l’être d’autant plus sûrement.",C2,"Indeed, according to Spinoza, not only is man determined but this natural illusion of free will determines us not to know that we are determined, and thus to be so all the more surely."
"En effet, si le travail est une vocation pour l’Homme qui le réalise, alors cette activité est considérée comme une fin en soi et devient donc une obligation pour l’Homme et non plus une contrainte.",C2,"Indeed, if the work is a vocation for the Man who carries it out, then this activity is considered as an end in itself and therefore becomes an obligation for Man and no longer a constraint."
"En été comme en hiver, les gens se bousculent dans ces endroits fantastiques remplis de boutiques variées et d'animations diverses",A2,"In summer as in winter, people jostle in these fantastic places filled with varied shops and various activities."
"En été, lorsqu’il fait chaud, Lili et Marc vont à plage pendant le weekend",B1,"In summer, when it&#39;s hot, Lili and Marc go to the beach during the weekend"
"En fait, pour ceux qui sauraient pas, vous savez pourquoi il y a écrit S et P sur les voitures de pomplers ?",C1,"Actually, for those who don&#39;t know, do you know why there is S and P written on pomplers cars?"
"En France, il y a au total 11 fêtes pendant l’année",A2,"In France, there are a total of 11 festivals during the year"
"En France, le début des vacances est souligné par les soldes d'été",B1,"In France, the start of the holidays is marked by the summer sales"
"En France, Noël est un moment important",B1,"In France, Christmas is an important time"
"En général, c'est à ce moment-là que je me rends compte que je suis en retard !",A1,Usually that&#39;s when I realize I&#39;m late!
"En général, elle loue une maison à la campagne.",A1,Usually she rents a house in the country.
"En général, les français optent pour des sapins en pot afin de prolonger la magie du moment",B1,"In general, the French opt for potted trees in order to prolong the magic of the moment."
"En haut des tours, il n'est pas conseillé de s'attarder trop longtemps devant le panorama parisien.",C2,"At the top of the towers, it is not advisable to linger too long in front of the Parisian panorama."
"En hiver, elle ne sort jamais sans son parapluie et son écharpe",B1,"In winter, she never goes out without her umbrella and scarf"
"En les mélangeant, on peut former d’autres couleurs",A1,"By mixing them, we can form other colors"
"En mai 1968, il reprend à son compte une partie des revendications de la jeunesse, ce qui lui permet de passer entre les pavés.
",C1,"In May 1968, he took over part of the demands of the youth, which allowed him to pass between the paving stones."
"En outre, c’est une action liée à la souffrance et qui possède une dimension fortement négative.
",C2,"In addition, it is an action linked to suffering and which has a strongly negative dimension."
"En outre, ils doivent disposer de moyens de subsistance suffisanats tant pour la durée de leur séjour que pour leur retour et ne pas faire l'objet d'un signalement aux fins de non-admission.",C1,"In addition, they must have sufficient means of subsistence both for the duration of their stay and for their return and not be the subject of an alert for refusal of entry."
"En quarante-cinq minutes, on fait la mise en place, et le service commence à 18h45, pour se terminer à 21h quand le spectacle commence bien entendu, parce qu'on n'a pas de service pendant le spectacle.",A2,"In forty-five minutes, we set up, and the service starts at 6:45 p.m., and ends at 9 p.m. when the show starts of course, because we have no service during the show."
"En redescendant à pied, il s’arrêtera pour visiter le plus ancien théâtre gallo-romain de France, puis ira dîner dans un bouchon lyonnais, restaurant typique de la ville",B2,"Going back down on foot, he will stop to visit the oldest Gallo-Roman theater in France, then go to dinner in a Lyon stopper, a typical restaurant in the city."
"En revanche, s’il n’y avait pas de liberté, la loi morale ne saurait nullement être rencontrée en nous ».",C2,"On the other hand, if there was no freedom, the moral law could in no way be encountered in us ”."
"En un an, ""l'empreinte eau"" d'un consommateur fraçais s'élève à 1786 mettre cube d'eau, soit le contenu de deux Boeing 747.",B1,"In one year, the &quot;water footprint&quot; of a French consumer amounts to 1786 cubic meters of water, or the content of two Boeing 747s."
"En visitant la cathédrale Notre-Dame de Paris je pense à Quasimodo, personnage du roman de Victor Hugo",B1,"When visiting Notre-Dame de Paris cathedral I think of Quasimodo, character in Victor Hugo&#39;s novel"
"Encore le métro, et je contemple la splendide façade de l'Opéra Garnier",B1,"Again the metro, and I contemplate the splendid facade of the Opéra Garnier"
"Enfin la délivrance après soixante-quatorze jours d'une régate exceptionnelle.
",C1,Finally the deliverance after seventy-four days of an exceptional regatta.
"Enfin, l’été arrive à la fin du mois de juin",A1,"Finally, summer comes at the end of June"
"Enfin, le travail pourrait être déterminé comme une obligation si c’est une fin en soi.",C2,"Finally, work could be determined as an obligation if it is an end in itself."
"Enfin, ne manquez surtout pas le défilé de robes en chocolat qui reste l'un des temps forts du salon, mélant modèles historiques et créations inédites!",A2,"Finally, do not miss the parade of chocolate dresses which remains one of the highlights of the show, mixing historical models and original creations!"
"Enfin, on trouve aussi le blanc, comme la neige, et le noir, comme la nuit",A1,"Finally, we also find white, like snow, and black, like night"
"Enfin, Pâques n’a pas de date fixe, c’est un dimanche compris entre le 22 mars et le 25 avril",A2,"Finally, Easter has no fixed date, it is a Sunday between March 22 and April 25"
"Enfin, pour être bien visible, un gilet jaune est obligatoire la nuit, ce qui rend son utilisateur beaucoup moins stylé, forcément",B2,"Finally, to be clearly visible, a yellow vest is mandatory at night, which makes its user much less stylish, necessarily"
"Engagé à 16 ans dans la Résistance, député puis sénateur, il avait réussi, dans la France très conservatrice d'avant 1968 à faire adopter en 1967, contre la majorité de son camp politique, la loi autorisant la contraception. ",C1,"Engaged in the Resistance at the age of 16, deputy then senator, he had succeeded, in the very conservative France before 1968, in having the law authorizing contraception adopted in 1967 against the majority of his political camp."
"Ensemble, nous faisons des balades dans la campagne.",A2,"Together, we take walks in the countryside."
"Ensuite, elle prend sa douche et se prépare pour filer en dix minutes vers la gare",A2,Then she takes a shower and gets ready to go in ten minutes to the station
"Ensuite, il se sèche très vite les cheveux pour aller manger son petit déjeuner",A2,"Then, he dries his hair very quickly to eat his breakfast."
"Ensuite, je prends ma douche pour finir de me réveiller",A1,Then I take my shower to finish waking up
"Entre les deux, il y a le gris : c’est un mélange de blanc et de noir",A1,"Between the two, there is gray: it is a mixture of white and black"
Envoie-moi un message et dis-moi à quelle heure on se rencontre.,A2,Send me a message and tell me what time we meet.
es vacances d'été en France durent 6 semaines et ont habituellement lieu entre Juillet et Septembre,B1,summer holidays in France last 6 weeks and usually take place between July and September
Est-ce que ton mari et tes enfants vont bien,B1,Are your husband and your children alright
Est-ce que tu pratiques le ski ?,A2,Do you practice skiing?
Est-ce que tu travailles toujours à l’agence de voyages,B1,Do you still work at the travel agency
Est-il dès lors possible de reconstruire une approche de la liberté qui soit accessible à l’homme ?,C2,Is it therefore possible to reconstruct an approach to freedom that is accessible to man?
Est-il donc possible de faire une expérience de notre liberté qui puisse justifier ce sentiment ?,C2,So is it possible to have an experience of our freedom that can justify this feeling?
"Et aujourd'hui, je suis artiste",A2,And today I am an artist
"Et bien sûr, c'est également la saison parfaite pour savourer une boisson chaude emmitouflée dans une couverture devant un bon feu de cheminée.",A1,"And of course, it&#39;s also the perfect season to enjoy a hot drink bundled up in a blanket in front of a roaring log fire."
"Et bien sûr, nous irons faire du shopping à Oxford Street et dans le quartier de Covent Garden",A1,And of course we&#39;ll go shopping at Oxford Street and the Covent Garden area.
"Et bonne humeur pour finir, avec la charade habituelle du soir.",C1,"And good humor to finish, with the usual evening charade."
"Et comme elle était, à ses débuts, utilisée sur les trottoirs, elle a occasionné de nombreux accidents",B2,"And as it was, in its early days, used on sidewalks, it caused many accidents"
"Et il l’est pour plusieurs raisons : les politiciens, les médias sensibilisent l’opinion publique par les temps de crise à acheter français dans le but de stimuler l’économie nationale, afin d’aider le pays à être plus fort économiquement et soutenir ainsi toute la communauté nationale par sa façon de consommer",B2,"And it is for several reasons: politicians, the media raise public awareness in times of crisis to buy French in order to stimulate the national economy, in order to help the country to be stronger economically and to support thus the whole national community by its way of consuming"
"Et Kant ajoute pour préciser : « (…) si la loi morale n’était pas d’abord clairement conçue dans notre raison, nous ne nous croirions jamais autorisés à admettre une chose telle que la liberté (…). ",C2,"And Kant adds to clarify: “(…) if the moral law were not first clearly conceived in our reason, we would never believe ourselves authorized to admit a thing such as freedom (…)."
"Et le soir, vient le moment de la lecture des contes de Noël alimentant l’imaginaire des tout petits",B2,"And in the evening, comes the time to read Christmas tales fueling the imagination of toddlers"
"Et les intellectuels en dénonçaient l’aspect mercantile, preuve de plus, s’il en fallait, de l’américanisation de la société française",B2,"And the intellectuals denounced the mercantile aspect of it, further proof, if necessary, of the Americanization of French society."
"Et pour les enfants, des ateliers de pâtisserie se dérouleront chaque jour tout au long de la journée.",A2,"And for children, pastry workshops will take place every day throughout the day."
"Et puis la France, comme la plupart des pays du monde, doit importer les matières premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur son territoire",B2,"And then France, like most countries in the world, must import raw materials that do not exist on its soil and no longer manufactures all the products on its territory."
Et si nous allions au cinéma ?,B1,How about we go to the movies?
"Et toi, quand est-ce que tu rentres à Tours ?",A2,"And you, when are you going back to Tours?"
"Étranger, toujours :À Paris, Jacques Chirac a remis un chèque aux jeunes de la fac de I'ESSEC.",A2,"Foreigner, always: In Paris, Jacques Chirac handed over a check to young people at ESSEC university."
"Être libre, c’est apprendre à se libérer des passions.",C2,To be free is to learn to free oneself from passions.
"Être libre, c’est être responsable de ses actes.",C2,To be free is to be responsible for one&#39;s actions.
"Fais vite, le film commence dans 10 minutes !",A1,"Hurry, the film starts in 10 minutes!"
"Fait que les habitants du Québec parlent exactement le même français qu'à Paris, parce qu'ils viennent de France.",C1,"So that the inhabitants of Quebec speak exactly the same French as in Paris, because they come from France."
"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps.",C1,"Various facts, various facts, while it is spring, various facts while it is spring."
"Faut dire que si on enlève les résultats de l'Alsace, les autres départements, ils sont largement en déficit.
",C1,"Must say that if we remove the results of Alsace, the other departments, they are largely in deficit."
Félix n'arrête pas de manger des bredele (des biscuits spéciaux d’ici),B1,Felix keeps eating bredele (special cookies from here)
"Finalement, Halloween aura mis une vingtaine d’années pour s’imposer et trouver sa place dans la société française",B2,"Finally, Halloween will have taken twenty years to establish itself and find its place in French society."
"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d’imagination pour leur décoration",B2,"No more gray and dull facades, no more gloomy surroundings: the streets are adorned with sparkling garlands and the windows compete in imagination for their decoration"
Geoffrey adore son béret bleu foncé,A1,Geoffrey loves his dark blue beret
"Hé bien, il faut remonter en 1534 pour en trouver l'origine quand le navigateur Jacques Cartier découvre le Québec.",C1,"Well, we have to go back to 1534 to find its origin when the navigator Jacques Cartier discovered Quebec."
Hier il a même neigé,B1,Yesterday it even snowed
"Hier, je suis allé au cinema.",A2,Yesterday I went to the cinema.
"Ici, il fait beau et chaud",A2,"Here, the weather is nice and warm"
"Ici, le travail est un châtiment divin, imposé par Dieu aux Hommes pour les punir de leur désobéissance.",C2,"Here, work is a divine punishment, imposed by God on Men to punish them for their disobedience."
"Il a fait construire en plus une belle véranda contenant une bibliothèque, pour profiter du soleil et d'une vue sur le jardin",B1,"He also built a beautiful veranda containing a library, to enjoy the sun and a view of the garden."
"Il a fait une très belle course, c'est súr qu'il était.",C1,"He had a very good race, that&#39;s for sure."
Il a finalement opté pour cette dernière,B2,He finally opted for the latter
"Il a longé les quais de la Saône, traversé la presqu’île, puis rejoint les quais du Rhône",B2,"He walked along the banks of the Saône, crossed the peninsula, then joined the banks of the Rhône"
Il a rendez-vous chez le médecin.,A1,He has a doctor&#39;s appointment.
Il a un appartement.,A2,He has an apartment.
Il agite son petit nez rose quand il me voit ! Ma grand-mère fait des gâteaux tous les jours.,A2,He wiggles his little pink nose when he sees me! My grandmother bakes cakes every day.
"Il aime beaucoup lire, surtout le soir avant de dormir",B1,"He likes to read a lot, especially in the evening before sleeping"
"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin",A2,"He has to study and write for four hours in the morning and he can only rest for twenty minutes during recess, at ten in the morning."
Il doit se dépêcher pour ne pas être en retard à l’école,A2,He must hurry so as not to be late for school
Il enlève (ne garde pas) ses chaussures et marche longtemps au bord de l'eau,B1,He takes off (does not keep) his shoes and walks for a long time at the water&#39;s edge
"Il essaient également d’être plus raisonnés, plus généreux, moins centrés sur eux-mêmes",B1,"They also try to be more reasoned, more generous, less self-centered"
Il est 17h.,A1,It is 5 p.m.
Il est agréable de marcher dans les petites rues pour admirer l'architecture des maisons anciennes,A1,It is pleasant to walk through the small streets to admire the architecture of the old houses
"Il est agréable de se promener pour observer les papillons, les abeilles et écouter le chant des oiseaux",A1,"It is pleasant to walk around to observe butterflies, bees and listen to birdsong"
Il est interdit de fumer !,A2,Smoking is not allowed !
"Il est intéressant de noter que jusqu'en 1995, le Festival de Deauville n'était pas compétitif.",A2,"It is interesting to note that until 1995, the Deauville Festival was not competitive."
Il est l’heure de déjeuner,A1,It is time for lunch
Il est nécessaire que les gens soeint conscients de l'importance de l'écologie.,B1,People need to be aware of the importance of ecology.
Il est possible de faire du vélo dans un parc autour d'une citadelle fortifiée,A1,It is possible to cycle in a park around a fortified citadel
Il est primordial que le gouvernement poursuive ses efforts pour conforter la reprise économique dans ce pays.,C2,It is essential that the government continue its efforts to consolidate the economic recovery in this country.
"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante et qui contraignent l’humanité à travailler en créant un cercle vicieux qui fait du travail une nécessité pour accéder à ses propres désirs.",C2,There are indeed human beings who possess a significant amount of power and who force humanity to work by creating a vicious circle that makes work a necessity to access its own desires.
"Il explore souvent les possibilités de mise en forme des données et des statistiques pour illustrer une réflexion, un point de vue... voire pour dénoncer l'absurdité qui consiste à tout traduire par des statistiques",C1,"He often explores the possibilities of formatting data and statistics to illustrate a reflection, a point of view ... even to denounce the absurdity of translating everything into statistics."
"Il faisait partie des prétendants sérieux, je savais qu'il avait de nombreux atouts et voilà.
",C1,"He was one of the serious contenders, I knew he had many strengths and voila."
Il faisait toujours très beau et surtout très chaud!,A2,It was always very beautiful and above all very hot!
Il fait très beau. ,A2,The weather is very nice.
Il fait très froid ici,B1,It&#39;s very cold here
Il fait un froid incroyable à Moscou mais la ville est superbe.,B1,"It is unbelievably cold in Moscow, but the city is superb."
Il fait une promenade sur le Vieux Port,B1,He takes a walk on the Old Port
Il faudrait que tu lui parles de ça demain en réunion et que tu demandes à Adrian de m'envoyer une photo de lui et la traduction du contrat en croate.,B1,You should talk to him about this in a meeting tomorrow and ask Adrian to send me a picture of him and the translation of the contract into Croatian.
Il faut alors prendre le métro durant vingt minutes avant d'arriver devant l'école,A2,You have to take the metro for twenty minutes before arriving in front of the school
"Il faut du temps et du courage pour soigner toute cette ménagerie! En plus des animaux, il faut aussi s'occuper du potager de mon papy",A2,"It takes time and courage to heal this whole menagerie! In addition to the animals, we must also take care of my grandpa&#39;s vegetable garden"
Il faut savoir que les étudiants comme les travailleurs attendent ces vacances avec impatiente,B1,It should be noted that students and workers alike are looking forward to this vacation
Il finit sa visite devant une assiette de bouillabaisse,B1,He ends his visit in front of a plate of bouillabaisse
Il met son plus beau costume et son chapeau,B1,He puts on his best suit and his hat
"Il n'a fallu que 12 ans, entre 1999 et 2011, pour que la population mondiale passe de 6 à 7 milliards d'habitants.",B1,"It only took 12 years, between 1999 and 2011, for the world&#39;s population to drop from 6 billion to 7 billion people."
Il n'aimait pas les plats de la cantine.,A1,He didn&#39;t like the food in the canteen.
Il n'aime pas donner les billets de vingt ou de cinquante euros,A2,He doesn&#39;t like giving twenty or fifty euro bills
Il n'est pas fatigué et décide de marcher jusqu'à Notre Dame de la Garde,B1,He is not tired and decides to walk to Notre Dame de la Garde
Il n’y a qu’à observer la métamorphose des rues commerçantes pour en être convaincu,B2,You only have to observe the metamorphosis of the shopping streets to be convinced
Il ne reste pas seul chez lui ce soir.,A1,He&#39;s not staying alone at home tonight.
Il ne vient pas à la fête ce soir.,A1,He&#39;s not coming to the party tonight.
Il nous faut donc tirer les enseignements de la critique spinoziste du libre arbitre et reconnaîtreque l’idée d’une liberté spontanée ou d’un sentiment immédiat de liberté n’est plus tenable.,C2,We must therefore learn from Spinoz&#39;s critique of free will and recognize that the idea of spontaneous freedom or an immediate feeling of freedom is no longer tenable.
Il offre des points de vue qui donnent envie de se précipiter sur des pinceaux et de mettre de la couleur partout.,C2,It offers views that make you want to rush over to paintbrushes and pop color all over the place.
Il passe la matinée au Mucem qui est un musée récent et très connu,B1,He spends the morning at the Mucem which is a recent and well-known museum
Il pensait qu'un chef pouvait manger des pizzas et des frites tous les jours,A2,He thought a chef could eat pizza and fries every day
Il pleurait à chaque fois,A2,He cried every time
Il préfère quand les sommes ne sont pas arrondies,A2,He prefers when the sums are not rounded
"Il refuse ainsi catégoriquement la possibilité d'une simple séparation administrative entre la Belgique et la ""Hollande"", et envoie ses troupes afin de tenter de réprimer l'insurrection.",A2,"He categorically refuses the possibility of a simple administrative separation between Belgium and &quot;Holland&quot;, and sends his troops to try to suppress the insurrection."
"Il remporte un succès immédiat auprès du public, même s'il faudra encore quelques éditions avant qu'il ne devienne un rendez-vous incontournable pour les grandes stars américaines.
",A2,"It was an immediate success with the public, even if it would take a few more editions before it became an unmissable event for the big American stars."
"Il renferme le foie, l’estomac, les reins et les intestins",B1,"It contains the liver, stomach, kidneys and intestines"
"Il reste au lit un quart d’heure dans le noir avant de se lever, pour faire durer la nuit",A2,"He stays in bed for a quarter of an hour in the dark before getting up, to make the night last"
"Il s'installe à la table et tapote plein de petits boutons devant une mini télé; et dès que je commence à m'endormir, il se met à parler à d'autres minis humains dans la télé.",C1,He sits down at the table and taps lots of little buttons in front of a mini TV; and as soon as I start to fall asleep he starts talking to other mini humans on the TV.
"Il s'intéresse ici aux liens étroits qui peuvent se tisser entre la technologie et la jalousie, et les illustre à l'aide d'un exemple personnel.",C1,"Here he is interested in the close links that can be woven between technology and jealousy, and illustrates them with the help of a personal example."
Il s’apprête maintenant à prendre le funiculaire qui l’emmènera au sommet de la colline de Fourvière,B2,He is now preparing to take the funicular which will take him to the top of the Fourvière hill
"Il s’est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise",B2,"He also stopped in a bakery where he hesitated for a long time between a pain au chocolat, a croissant, and a brioche with pralines, a typical Lyonnaise pastry."
Il sait écrire son nom,A2,He knows how to write his name
Il se compose du thorax et de l'abdomen encore appelé ventre,B1,It consists of the thorax and the abdomen also called the belly
Il se sent plus à l’aise avec une tenue vestimentaire classique,B1,He feels more comfortable with a classic dress
Il travaille en ville,A2,He works in the city
Il va à l’école des petits,A2,He goes to the children&#39;s school
Il veut aller à la montagne. ,A2,He wants to go to the mountains.
Il vient à la cérémonie ce soir.,A1,He&#39;s coming to the ceremony tonight.
"Il vit à Paris avec ses parents et sa petite sœur Julie, âgée de 8 ans",A1,He lives in Paris with his parents and his 8-year-old sister Julie
"Il y a aussi quelques arbres fruitiers comme un cerisier, un pommier, un abricotier,",A2,"There are also some fruit trees like a cherry tree, an apple tree, an apricot tree,"
Il y a beaucoup d'attente pour les ascenseurs (pour monter les étages) mais je suis enfin au sommet et peux apprécier la vue sur Paris,B1,There is a lot of waiting for the elevators (to go up the floors) but I&#39;m finally at the top and can enjoy the view of Paris
Il y a beaucoup de pièces,B1,There are a lot of coins
Il y a belle lurette que les entreprises françaises se sont délocalisées pour optimiser leurs coûts et s’ouvrir de nouveaux marchés,B2,French companies have relocated a long time ago to optimize their costs and open up new markets.
Il y a des marchands de poissons et c'est le départ de nombreux bateaux,B1,There are fish merchants and it is the departure of many boats
Il y a des régions où les enfants ne vont pas à l’école le mercredi,A2,There are areas where children do not go to school on Wednesdays
"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle s'appelle ""l'eau virtuelle"".",B1,"There is the water that we consume in full consciousness, by seeing it flow and the water that we consume, or even that we waste without knowing it, it is called &quot;virtual water&quot;."
Il y a même des restaurants,B1,There are even restaurants
"Il y a un quartier très agréable pour aller se balader, lorsqu'il fait beau",A1,"There is a very pleasant area to go for a walk, when the weather is nice"
Il y aura bientôt une salle de consommation à moindre risque pour les toxicomanes.,B2,There will soon be a lower risk consumption room for drug addicts.
Ils aiment passer des journées ensemble au bord de la mer,B1,They like to spend days together by the sea
"Ils aiment venir passer le week-end à la maison, ainsi mes enfants jouent avec leurs cousins dans le jardin",A1,"They like to come and spend the weekend at home, so my children play with their cousins in the garden"
Ils craignent de passer pour des faibles.,B2,They fear to appear weak.
Ils décident d’aller au marché pour acheter les ingrédients qu’ils vont cuisiner,A2,They decide to go to the market to buy the ingredients they are going to cook
"Ils doivent également présenter, le cas échéant, les documents justifiant de l'objet et des conditions de leur séjour.",C1,"They must also present, where applicable, the documents justifying the purpose and conditions of their stay."
"Ils doivent posséder un ou des documents de voyage (passeport par exemple) et être en possession d'un visa unique délivré par un des États memebres, valable pour l'ensemble de la zone Schengen.",C1,"They must have one or more travel documents (passport for example) and be in possession of a single visa issued by one of the Member States, valid for the entire Schengen zone."
"Ils mangent plus simplement, en évitant les sucreries et les petits plaisirs",B1,"They eat more simply, avoiding sweets and small pleasures"
"Ils mettent des lunettes de soleil, une belle casquette, un T-shirt, des shorts et des sandales",B1,"They put on sunglasses, a nice cap, a T-shirt, shorts and sandals"
"Ils mettent tous leurs achats dans un grand sac puis, ils rentrent dans leur maison",A2,They put all their purchases in a big bag then they go back to their house
"Ils ont besoin d’une salade verte, de 6 tomates, de 3 œufs, de crème fraiche et de jambon",A2,"They need a green salad, 6 tomatoes, 3 eggs, sour cream and ham"
Ils ont des étoiles plein les yeux.,A2,They have stars in their eyes.
Ils ont deux enfants : un fils qui s’appelle André et une fille qui est très gentille,A2,They have two children: a son named André and a daughter who is very nice
Ils parlent encore mieux le français que nous,B1,They speak French even better than we do
